datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-05-01T00:00:00+02:00,1,93.86,0.0939,9.39
2026-05-01T01:00:00+02:00,2,89.55,0.0895,8.95
2026-05-01T02:00:00+02:00,3,85.55,0.0856,8.56
2026-05-01T03:00:00+02:00,4,83.17,0.0832,8.32
2026-05-01T04:00:00+02:00,5,81.36,0.0814,8.14
2026-05-01T05:00:00+02:00,6,85.06,0.0851,8.51
2026-05-01T06:00:00+02:00,7,100.65,0.1006,10.06
2026-05-01T07:00:00+02:00,8,75.07,0.0751,7.51
2026-05-01T08:00:00+02:00,9,32.13,0.0321,3.21
2026-05-01T09:00:00+02:00,10,-0.03,-0.0,-0.0
2026-05-01T10:00:00+02:00,11,-21.05,-0.021,-2.1
2026-05-01T11:00:00+02:00,12,-107.86,-0.1079,-10.79
2026-05-01T12:00:00+02:00,13,-317.13,-0.3171,-31.71
2026-05-01T13:00:00+02:00,14,-497.9,-0.4979,-49.79
2026-05-01T14:00:00+02:00,15,-464.35,-0.4644,-46.44
2026-05-01T15:00:00+02:00,16,-140.27,-0.1403,-14.03
2026-05-01T16:00:00+02:00,17,-26.05,-0.0261,-2.61
2026-05-01T17:00:00+02:00,18,4.35,0.0043,0.43
2026-05-01T18:00:00+02:00,19,84.82,0.0848,8.48
2026-05-01T19:00:00+02:00,20,155.73,0.1557,15.57
2026-05-01T20:00:00+02:00,21,173.76,0.1738,17.38
2026-05-01T21:00:00+02:00,22,142.61,0.1426,14.26
2026-05-01T22:00:00+02:00,23,118.41,0.1184,11.84
2026-05-01T23:00:00+02:00,24,110.33,0.1103,11.03
