datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-01-12T00:00:00+01:00,1,76.42,0.0764,7.64
2026-01-12T01:00:00+01:00,2,77.25,0.0772,7.72
2026-01-12T02:00:00+01:00,3,77.05,0.0771,7.71
2026-01-12T03:00:00+01:00,4,69.27,0.0693,6.93
2026-01-12T04:00:00+01:00,5,70.97,0.071,7.1
2026-01-12T05:00:00+01:00,6,75.6,0.0756,7.56
2026-01-12T06:00:00+01:00,7,82.02,0.082,8.2
2026-01-12T07:00:00+01:00,8,95.53,0.0955,9.55
2026-01-12T08:00:00+01:00,9,111.27,0.1113,11.13
2026-01-12T09:00:00+01:00,10,101.8,0.1018,10.18
2026-01-12T10:00:00+01:00,11,108.37,0.1084,10.84
2026-01-12T11:00:00+01:00,12,89.58,0.0896,8.96
2026-01-12T12:00:00+01:00,13,85.3,0.0853,8.53
2026-01-12T13:00:00+01:00,14,111.22,0.1112,11.12
2026-01-12T14:00:00+01:00,15,96.76,0.0968,9.68
2026-01-12T15:00:00+01:00,16,107.0,0.107,10.7
2026-01-12T16:00:00+01:00,17,115.48,0.1155,11.55
2026-01-12T17:00:00+01:00,18,116.43,0.1164,11.64
2026-01-12T18:00:00+01:00,19,115.78,0.1158,11.58
2026-01-12T19:00:00+01:00,20,107.45,0.1075,10.75
2026-01-12T20:00:00+01:00,21,99.14,0.0991,9.91
2026-01-12T21:00:00+01:00,22,91.8,0.0918,9.18
2026-01-12T22:00:00+01:00,23,91.02,0.091,9.1
2026-01-12T23:00:00+01:00,24,83.79,0.0838,8.38
