datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-05-16T00:00:00+02:00,1,121.88,0.1219,12.19
2026-05-16T01:00:00+02:00,2,112.31,0.1123,11.23
2026-05-16T02:00:00+02:00,3,108.52,0.1085,10.85
2026-05-16T03:00:00+02:00,4,108.62,0.1086,10.86
2026-05-16T04:00:00+02:00,5,108.88,0.1089,10.89
2026-05-16T05:00:00+02:00,6,103.3,0.1033,10.33
2026-05-16T06:00:00+02:00,7,101.98,0.102,10.2
2026-05-16T07:00:00+02:00,8,95.24,0.0952,9.52
2026-05-16T08:00:00+02:00,9,79.12,0.0791,7.91
2026-05-16T09:00:00+02:00,10,37.66,0.0377,3.77
2026-05-16T10:00:00+02:00,11,4.04,0.004,0.4
2026-05-16T11:00:00+02:00,12,0.56,0.0006,0.06
2026-05-16T12:00:00+02:00,13,-0.05,-0.0,-0.0
2026-05-16T13:00:00+02:00,14,-0.84,-0.0008,-0.08
2026-05-16T14:00:00+02:00,15,-0.72,-0.0007,-0.07
2026-05-16T15:00:00+02:00,16,-0.37,-0.0004,-0.04
2026-05-16T16:00:00+02:00,17,4.12,0.0041,0.41
2026-05-16T17:00:00+02:00,18,51.7,0.0517,5.17
2026-05-16T18:00:00+02:00,19,96.25,0.0962,9.62
2026-05-16T19:00:00+02:00,20,120.56,0.1206,12.06
2026-05-16T20:00:00+02:00,21,139.4,0.1394,13.94
2026-05-16T21:00:00+02:00,22,141.28,0.1413,14.13
2026-05-16T22:00:00+02:00,23,134.75,0.1348,13.48
2026-05-16T23:00:00+02:00,24,122.89,0.1229,12.29
