datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-06-18T00:00:00+02:00,1,131.32,0.1313,13.13
2026-06-18T01:00:00+02:00,2,123.2,0.1232,12.32
2026-06-18T02:00:00+02:00,3,120.03,0.12,12.0
2026-06-18T03:00:00+02:00,4,117.17,0.1172,11.72
2026-06-18T04:00:00+02:00,5,116.68,0.1167,11.67
2026-06-18T05:00:00+02:00,6,118.34,0.1183,11.83
2026-06-18T06:00:00+02:00,7,130.87,0.1309,13.09
2026-06-18T07:00:00+02:00,8,132.56,0.1326,13.26
2026-06-18T08:00:00+02:00,9,118.48,0.1185,11.85
2026-06-18T09:00:00+02:00,10,110.77,0.1108,11.08
2026-06-18T10:00:00+02:00,11,92.11,0.0921,9.21
2026-06-18T11:00:00+02:00,12,67.4,0.0674,6.74
2026-06-18T12:00:00+02:00,13,28.25,0.0282,2.82
2026-06-18T13:00:00+02:00,14,19.05,0.019,1.9
2026-06-18T14:00:00+02:00,15,25.9,0.0259,2.59
2026-06-18T15:00:00+02:00,16,48.1,0.0481,4.81
2026-06-18T16:00:00+02:00,17,89.16,0.0892,8.92
2026-06-18T17:00:00+02:00,18,112.0,0.112,11.2
2026-06-18T18:00:00+02:00,19,134.14,0.1341,13.41
2026-06-18T19:00:00+02:00,20,255.32,0.2553,25.53
2026-06-18T20:00:00+02:00,21,438.88,0.4389,43.89
2026-06-18T21:00:00+02:00,22,445.85,0.4459,44.59
2026-06-18T22:00:00+02:00,23,267.14,0.2671,26.71
2026-06-18T23:00:00+02:00,24,163.5,0.1635,16.35
