datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-08-25T00:00:00+02:00,1,153.02,0.153,15.3
2026-08-25T01:00:00+02:00,2,147.47,0.1475,14.75
2026-08-25T02:00:00+02:00,3,143.16,0.1432,14.32
2026-08-25T03:00:00+02:00,4,140.26,0.1403,14.03
2026-08-25T04:00:00+02:00,5,141.57,0.1416,14.16
2026-08-25T05:00:00+02:00,6,149.56,0.1496,14.96
2026-08-25T06:00:00+02:00,7,171.25,0.1713,17.13
2026-08-25T07:00:00+02:00,8,182.3,0.1823,18.23
2026-08-25T08:00:00+02:00,9,176.0,0.176,17.6
2026-08-25T09:00:00+02:00,10,162.82,0.1628,16.28
2026-08-25T10:00:00+02:00,11,143.21,0.1432,14.32
2026-08-25T11:00:00+02:00,12,130.29,0.1303,13.03
2026-08-25T12:00:00+02:00,13,127.0,0.127,12.7
2026-08-25T13:00:00+02:00,14,121.44,0.1214,12.14
2026-08-25T14:00:00+02:00,15,123.58,0.1236,12.36
2026-08-25T15:00:00+02:00,16,130.0,0.13,13.0
2026-08-25T16:00:00+02:00,17,135.54,0.1355,13.55
2026-08-25T17:00:00+02:00,18,161.73,0.1617,16.17
2026-08-25T18:00:00+02:00,19,184.31,0.1843,18.43
2026-08-25T19:00:00+02:00,20,209.51,0.2095,20.95
2026-08-25T20:00:00+02:00,21,206.05,0.2061,20.61
2026-08-25T21:00:00+02:00,22,187.69,0.1877,18.77
2026-08-25T22:00:00+02:00,23,185.48,0.1855,18.55
2026-08-25T23:00:00+02:00,24,167.09,0.1671,16.71
