datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-06-02T00:00:00+02:00,1,138.26,0.1383,13.83
2026-06-02T01:00:00+02:00,2,124.98,0.125,12.5
2026-06-02T02:00:00+02:00,3,115.78,0.1158,11.58
2026-06-02T03:00:00+02:00,4,111.1,0.1111,11.11
2026-06-02T04:00:00+02:00,5,110.72,0.1107,11.07
2026-06-02T05:00:00+02:00,6,113.34,0.1133,11.33
2026-06-02T06:00:00+02:00,7,120.42,0.1204,12.04
2026-06-02T07:00:00+02:00,8,128.21,0.1282,12.82
2026-06-02T08:00:00+02:00,9,148.45,0.1485,14.85
2026-06-02T09:00:00+02:00,10,160.0,0.16,16.0
2026-06-02T10:00:00+02:00,11,144.23,0.1442,14.42
2026-06-02T11:00:00+02:00,12,130.96,0.131,13.1
2026-06-02T12:00:00+02:00,13,113.44,0.1134,11.34
2026-06-02T13:00:00+02:00,14,111.55,0.1116,11.16
2026-06-02T14:00:00+02:00,15,108.94,0.1089,10.89
2026-06-02T15:00:00+02:00,16,109.4,0.1094,10.94
2026-06-02T16:00:00+02:00,17,116.6,0.1166,11.66
2026-06-02T17:00:00+02:00,18,120.56,0.1206,12.06
2026-06-02T18:00:00+02:00,19,124.18,0.1242,12.42
2026-06-02T19:00:00+02:00,20,137.5,0.1375,13.75
2026-06-02T20:00:00+02:00,21,145.32,0.1453,14.53
2026-06-02T21:00:00+02:00,22,143.97,0.144,14.4
2026-06-02T22:00:00+02:00,23,132.63,0.1326,13.26
2026-06-02T23:00:00+02:00,24,114.76,0.1148,11.48
