datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2025-12-14T00:00:00+01:00,1,87.8,0.0878,8.78
2025-12-14T01:00:00+01:00,2,85.61,0.0856,8.56
2025-12-14T02:00:00+01:00,3,78.1,0.0781,7.81
2025-12-14T03:00:00+01:00,4,75.56,0.0756,7.56
2025-12-14T04:00:00+01:00,5,71.38,0.0714,7.14
2025-12-14T05:00:00+01:00,6,71.86,0.0719,7.19
2025-12-14T06:00:00+01:00,7,70.45,0.0704,7.04
2025-12-14T07:00:00+01:00,8,72.34,0.0723,7.23
2025-12-14T08:00:00+01:00,9,77.88,0.0779,7.79
2025-12-14T09:00:00+01:00,10,80.86,0.0809,8.09
2025-12-14T10:00:00+01:00,11,78.6,0.0786,7.86
2025-12-14T11:00:00+01:00,12,79.43,0.0794,7.94
2025-12-14T12:00:00+01:00,13,81.17,0.0812,8.12
2025-12-14T13:00:00+01:00,14,80.15,0.0802,8.02
2025-12-14T14:00:00+01:00,15,81.48,0.0815,8.15
2025-12-14T15:00:00+01:00,16,85.76,0.0858,8.58
2025-12-14T16:00:00+01:00,17,94.84,0.0948,9.48
2025-12-14T17:00:00+01:00,18,97.96,0.098,9.8
2025-12-14T18:00:00+01:00,19,99.84,0.0998,9.98
2025-12-14T19:00:00+01:00,20,91.57,0.0916,9.16
2025-12-14T20:00:00+01:00,21,88.19,0.0882,8.82
2025-12-14T21:00:00+01:00,22,82.46,0.0825,8.25
2025-12-14T22:00:00+01:00,23,80.64,0.0806,8.06
2025-12-14T23:00:00+01:00,24,74.34,0.0743,7.43
