datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-08-19T00:00:00+02:00,1,141.28,0.1413,14.13
2026-08-19T01:00:00+02:00,2,157.6,0.1576,15.76
2026-08-19T02:00:00+02:00,3,151.41,0.1514,15.14
2026-08-19T03:00:00+02:00,4,147.3,0.1473,14.73
2026-08-19T04:00:00+02:00,5,149.0,0.149,14.9
2026-08-19T05:00:00+02:00,6,161.74,0.1617,16.17
2026-08-19T06:00:00+02:00,7,184.81,0.1848,18.48
2026-08-19T07:00:00+02:00,8,192.63,0.1926,19.26
2026-08-19T08:00:00+02:00,9,190.87,0.1909,19.09
2026-08-19T09:00:00+02:00,10,169.67,0.1697,16.97
2026-08-19T10:00:00+02:00,11,153.6,0.1536,15.36
2026-08-19T11:00:00+02:00,12,142.96,0.143,14.3
2026-08-19T12:00:00+02:00,13,136.08,0.1361,13.61
2026-08-19T13:00:00+02:00,14,131.55,0.1316,13.16
2026-08-19T14:00:00+02:00,15,128.61,0.1286,12.86
2026-08-19T15:00:00+02:00,16,132.0,0.132,13.2
2026-08-19T16:00:00+02:00,17,140.36,0.1404,14.04
2026-08-19T17:00:00+02:00,18,154.19,0.1542,15.42
2026-08-19T18:00:00+02:00,19,184.09,0.1841,18.41
2026-08-19T19:00:00+02:00,20,207.62,0.2076,20.76
2026-08-19T20:00:00+02:00,21,209.53,0.2095,20.95
2026-08-19T21:00:00+02:00,22,206.12,0.2061,20.61
2026-08-19T22:00:00+02:00,23,199.1,0.1991,19.91
2026-08-19T23:00:00+02:00,24,186.55,0.1865,18.65
