datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-05-19T00:00:00+02:00,1,135.21,0.1352,13.52
2026-05-19T01:00:00+02:00,2,125.59,0.1256,12.56
2026-05-19T02:00:00+02:00,3,121.39,0.1214,12.14
2026-05-19T03:00:00+02:00,4,119.63,0.1196,11.96
2026-05-19T04:00:00+02:00,5,119.22,0.1192,11.92
2026-05-19T05:00:00+02:00,6,125.44,0.1254,12.54
2026-05-19T06:00:00+02:00,7,139.0,0.139,13.9
2026-05-19T07:00:00+02:00,8,134.52,0.1345,13.45
2026-05-19T08:00:00+02:00,9,119.07,0.1191,11.91
2026-05-19T09:00:00+02:00,10,104.44,0.1044,10.44
2026-05-19T10:00:00+02:00,11,85.0,0.085,8.5
2026-05-19T11:00:00+02:00,12,72.03,0.072,7.2
2026-05-19T12:00:00+02:00,13,63.04,0.063,6.3
2026-05-19T13:00:00+02:00,14,65.26,0.0653,6.53
2026-05-19T14:00:00+02:00,15,60.07,0.0601,6.01
2026-05-19T15:00:00+02:00,16,75.15,0.0752,7.52
2026-05-19T16:00:00+02:00,17,80.82,0.0808,8.08
2026-05-19T17:00:00+02:00,18,104.8,0.1048,10.48
2026-05-19T18:00:00+02:00,19,123.81,0.1238,12.38
2026-05-19T19:00:00+02:00,20,142.0,0.142,14.2
2026-05-19T20:00:00+02:00,21,155.42,0.1554,15.54
2026-05-19T21:00:00+02:00,22,139.1,0.1391,13.91
2026-05-19T22:00:00+02:00,23,131.85,0.1318,13.18
2026-05-19T23:00:00+02:00,24,119.89,0.1199,11.99
