datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-08-03T00:00:00+02:00,1,142.16,0.1422,14.22
2026-08-03T01:00:00+02:00,2,136.75,0.1368,13.68
2026-08-03T02:00:00+02:00,3,133.55,0.1336,13.36
2026-08-03T03:00:00+02:00,4,130.77,0.1308,13.08
2026-08-03T04:00:00+02:00,5,133.49,0.1335,13.35
2026-08-03T05:00:00+02:00,6,144.16,0.1442,14.42
2026-08-03T06:00:00+02:00,7,164.1,0.1641,16.41
2026-08-03T07:00:00+02:00,8,163.19,0.1632,16.32
2026-08-03T08:00:00+02:00,9,150.0,0.15,15.0
2026-08-03T09:00:00+02:00,10,136.78,0.1368,13.68
2026-08-03T10:00:00+02:00,11,115.11,0.1151,11.51
2026-08-03T11:00:00+02:00,12,108.91,0.1089,10.89
2026-08-03T12:00:00+02:00,13,110.15,0.1101,11.01
2026-08-03T13:00:00+02:00,14,59.82,0.0598,5.98
2026-08-03T14:00:00+02:00,15,80.0,0.08,8.0
2026-08-03T15:00:00+02:00,16,89.1,0.0891,8.91
2026-08-03T16:00:00+02:00,17,103.86,0.1039,10.39
2026-08-03T17:00:00+02:00,18,140.37,0.1404,14.04
2026-08-03T18:00:00+02:00,19,165.53,0.1655,16.55
2026-08-03T19:00:00+02:00,20,198.12,0.1981,19.81
2026-08-03T20:00:00+02:00,21,194.52,0.1945,19.45
2026-08-03T21:00:00+02:00,22,186.48,0.1865,18.65
2026-08-03T22:00:00+02:00,23,175.96,0.176,17.6
2026-08-03T23:00:00+02:00,24,158.4,0.1584,15.84
