datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-01-17T00:00:00+01:00,1,104.65,0.1046,10.46
2026-01-17T01:00:00+01:00,2,101.28,0.1013,10.13
2026-01-17T02:00:00+01:00,3,98.23,0.0982,9.82
2026-01-17T03:00:00+01:00,4,96.05,0.0961,9.61
2026-01-17T04:00:00+01:00,5,95.01,0.095,9.5
2026-01-17T05:00:00+01:00,6,95.26,0.0953,9.53
2026-01-17T06:00:00+01:00,7,96.96,0.097,9.7
2026-01-17T07:00:00+01:00,8,101.85,0.1018,10.18
2026-01-17T08:00:00+01:00,9,105.79,0.1058,10.58
2026-01-17T09:00:00+01:00,10,119.01,0.119,11.9
2026-01-17T10:00:00+01:00,11,120.97,0.121,12.1
2026-01-17T11:00:00+01:00,12,123.85,0.1238,12.38
2026-01-17T12:00:00+01:00,13,121.06,0.1211,12.11
2026-01-17T13:00:00+01:00,14,115.22,0.1152,11.52
2026-01-17T14:00:00+01:00,15,118.56,0.1186,11.86
2026-01-17T15:00:00+01:00,16,122.13,0.1221,12.21
2026-01-17T16:00:00+01:00,17,132.82,0.1328,13.28
2026-01-17T17:00:00+01:00,18,139.64,0.1396,13.96
2026-01-17T18:00:00+01:00,19,143.63,0.1436,14.36
2026-01-17T19:00:00+01:00,20,138.59,0.1386,13.86
2026-01-17T20:00:00+01:00,21,122.0,0.122,12.2
2026-01-17T21:00:00+01:00,22,107.91,0.1079,10.79
2026-01-17T22:00:00+01:00,23,109.12,0.1091,10.91
2026-01-17T23:00:00+01:00,24,107.02,0.107,10.7
