datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-02-01T00:00:00+01:00,1,114.66,0.1147,11.47
2026-02-01T01:00:00+01:00,2,115.16,0.1152,11.52
2026-02-01T02:00:00+01:00,3,102.11,0.1021,10.21
2026-02-01T03:00:00+01:00,4,96.86,0.0969,9.69
2026-02-01T04:00:00+01:00,5,98.31,0.0983,9.83
2026-02-01T05:00:00+01:00,6,98.39,0.0984,9.84
2026-02-01T06:00:00+01:00,7,96.23,0.0962,9.62
2026-02-01T07:00:00+01:00,8,100.38,0.1004,10.04
2026-02-01T08:00:00+01:00,9,106.25,0.1062,10.62
2026-02-01T09:00:00+01:00,10,110.49,0.1105,11.05
2026-02-01T10:00:00+01:00,11,110.85,0.1108,11.08
2026-02-01T11:00:00+01:00,12,108.81,0.1088,10.88
2026-02-01T12:00:00+01:00,13,107.52,0.1075,10.75
2026-02-01T13:00:00+01:00,14,100.28,0.1003,10.03
2026-02-01T14:00:00+01:00,15,102.23,0.1022,10.22
2026-02-01T15:00:00+01:00,16,109.84,0.1098,10.98
2026-02-01T16:00:00+01:00,17,115.18,0.1152,11.52
2026-02-01T17:00:00+01:00,18,129.92,0.1299,12.99
2026-02-01T18:00:00+01:00,19,140.28,0.1403,14.03
2026-02-01T19:00:00+01:00,20,139.43,0.1394,13.94
2026-02-01T20:00:00+01:00,21,131.81,0.1318,13.18
2026-02-01T21:00:00+01:00,22,113.83,0.1138,11.38
2026-02-01T22:00:00+01:00,23,113.83,0.1138,11.38
2026-02-01T23:00:00+01:00,24,107.9,0.1079,10.79
