datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-09-02T00:00:00+02:00,1,174.52,0.1745,17.45
2026-09-02T01:00:00+02:00,2,166.62,0.1666,16.66
2026-09-02T02:00:00+02:00,3,156.13,0.1561,15.61
2026-09-02T03:00:00+02:00,4,151.47,0.1515,15.15
2026-09-02T04:00:00+02:00,5,151.86,0.1519,15.19
2026-09-02T05:00:00+02:00,6,169.68,0.1697,16.97
2026-09-02T06:00:00+02:00,7,197.91,0.1979,19.79
2026-09-02T07:00:00+02:00,8,210.23,0.2102,21.02
2026-09-02T08:00:00+02:00,9,201.63,0.2016,20.16
2026-09-02T09:00:00+02:00,10,173.07,0.1731,17.31
2026-09-02T10:00:00+02:00,11,151.99,0.152,15.2
2026-09-02T11:00:00+02:00,12,127.03,0.127,12.7
2026-09-02T12:00:00+02:00,13,120.35,0.1203,12.03
2026-09-02T13:00:00+02:00,14,135.74,0.1357,13.57
2026-09-02T14:00:00+02:00,15,142.52,0.1425,14.25
2026-09-02T15:00:00+02:00,16,147.95,0.148,14.8
2026-09-02T16:00:00+02:00,17,146.13,0.1461,14.61
2026-09-02T17:00:00+02:00,18,168.69,0.1687,16.87
2026-09-02T18:00:00+02:00,19,194.76,0.1948,19.48
2026-09-02T19:00:00+02:00,20,227.29,0.2273,22.73
2026-09-02T20:00:00+02:00,21,241.35,0.2414,24.14
2026-09-02T21:00:00+02:00,22,215.45,0.2154,21.54
2026-09-02T22:00:00+02:00,23,194.84,0.1948,19.48
2026-09-02T23:00:00+02:00,24,165.11,0.1651,16.51
