datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2025-12-26T00:00:00+01:00,1,97.1,0.0971,9.71
2025-12-26T01:00:00+01:00,2,91.05,0.0911,9.11
2025-12-26T02:00:00+01:00,3,85.6,0.0856,8.56
2025-12-26T03:00:00+01:00,4,82.22,0.0822,8.22
2025-12-26T04:00:00+01:00,5,79.27,0.0793,7.93
2025-12-26T05:00:00+01:00,6,80.01,0.08,8.0
2025-12-26T06:00:00+01:00,7,84.37,0.0844,8.44
2025-12-26T07:00:00+01:00,8,92.48,0.0925,9.25
2025-12-26T08:00:00+01:00,9,97.23,0.0972,9.72
2025-12-26T09:00:00+01:00,10,95.73,0.0957,9.57
2025-12-26T10:00:00+01:00,11,89.25,0.0892,8.92
2025-12-26T11:00:00+01:00,12,84.99,0.085,8.5
2025-12-26T12:00:00+01:00,13,82.31,0.0823,8.23
2025-12-26T13:00:00+01:00,14,82.32,0.0823,8.23
2025-12-26T14:00:00+01:00,15,88.47,0.0885,8.85
2025-12-26T15:00:00+01:00,16,100.52,0.1005,10.05
2025-12-26T16:00:00+01:00,17,107.88,0.1079,10.79
2025-12-26T17:00:00+01:00,18,112.97,0.113,11.3
2025-12-26T18:00:00+01:00,19,112.02,0.112,11.2
2025-12-26T19:00:00+01:00,20,111.45,0.1115,11.15
2025-12-26T20:00:00+01:00,21,108.06,0.1081,10.81
2025-12-26T21:00:00+01:00,22,105.76,0.1058,10.58
2025-12-26T22:00:00+01:00,23,104.06,0.1041,10.41
2025-12-26T23:00:00+01:00,24,97.07,0.0971,9.71
