datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2025-12-21T00:00:00+01:00,1,82.89,0.0829,8.29
2025-12-21T01:00:00+01:00,2,80.76,0.0808,8.08
2025-12-21T02:00:00+01:00,3,76.7,0.0767,7.67
2025-12-21T03:00:00+01:00,4,74.56,0.0746,7.46
2025-12-21T04:00:00+01:00,5,73.66,0.0737,7.37
2025-12-21T05:00:00+01:00,6,74.25,0.0742,7.42
2025-12-21T06:00:00+01:00,7,77.01,0.077,7.7
2025-12-21T07:00:00+01:00,8,82.47,0.0825,8.25
2025-12-21T08:00:00+01:00,9,91.44,0.0914,9.14
2025-12-21T09:00:00+01:00,10,95.24,0.0952,9.52
2025-12-21T10:00:00+01:00,11,91.31,0.0913,9.13
2025-12-21T11:00:00+01:00,12,90.07,0.0901,9.01
2025-12-21T12:00:00+01:00,13,88.84,0.0888,8.88
2025-12-21T13:00:00+01:00,14,85.27,0.0853,8.53
2025-12-21T14:00:00+01:00,15,87.45,0.0875,8.75
2025-12-21T15:00:00+01:00,16,89.55,0.0895,8.95
2025-12-21T16:00:00+01:00,17,88.06,0.0881,8.81
2025-12-21T17:00:00+01:00,18,88.92,0.0889,8.89
2025-12-21T18:00:00+01:00,19,87.17,0.0872,8.72
2025-12-21T19:00:00+01:00,20,84.91,0.0849,8.49
2025-12-21T20:00:00+01:00,21,81.53,0.0815,8.15
2025-12-21T21:00:00+01:00,22,77.5,0.0775,7.75
2025-12-21T22:00:00+01:00,23,76.51,0.0765,7.65
2025-12-21T23:00:00+01:00,24,70.31,0.0703,7.03
