datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-08-14T00:00:00+02:00,1,162.74,0.1627,16.27
2026-08-14T01:00:00+02:00,2,156.85,0.1568,15.68
2026-08-14T02:00:00+02:00,3,145.73,0.1457,14.57
2026-08-14T03:00:00+02:00,4,142.05,0.1421,14.21
2026-08-14T04:00:00+02:00,5,143.91,0.1439,14.39
2026-08-14T05:00:00+02:00,6,154.7,0.1547,15.47
2026-08-14T06:00:00+02:00,7,171.96,0.172,17.2
2026-08-14T07:00:00+02:00,8,170.08,0.1701,17.01
2026-08-14T08:00:00+02:00,9,156.38,0.1564,15.64
2026-08-14T09:00:00+02:00,10,149.9,0.1499,14.99
2026-08-14T10:00:00+02:00,11,133.27,0.1333,13.33
2026-08-14T11:00:00+02:00,12,106.66,0.1067,10.67
2026-08-14T12:00:00+02:00,13,74.61,0.0746,7.46
2026-08-14T13:00:00+02:00,14,52.04,0.052,5.2
2026-08-14T14:00:00+02:00,15,65.27,0.0653,6.53
2026-08-14T15:00:00+02:00,16,80.21,0.0802,8.02
2026-08-14T16:00:00+02:00,17,116.32,0.1163,11.63
2026-08-14T17:00:00+02:00,18,143.66,0.1437,14.37
2026-08-14T18:00:00+02:00,19,180.0,0.18,18.0
2026-08-14T19:00:00+02:00,20,243.65,0.2437,24.37
2026-08-14T20:00:00+02:00,21,258.44,0.2584,25.84
2026-08-14T21:00:00+02:00,22,231.57,0.2316,23.16
2026-08-14T22:00:00+02:00,23,198.0,0.198,19.8
2026-08-14T23:00:00+02:00,24,177.52,0.1775,17.75
