datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-01-03T00:00:00+01:00,1,80.42,0.0804,8.04
2026-01-03T01:00:00+01:00,2,78.53,0.0785,7.85
2026-01-03T02:00:00+01:00,3,76.39,0.0764,7.64
2026-01-03T03:00:00+01:00,4,75.41,0.0754,7.54
2026-01-03T04:00:00+01:00,5,73.53,0.0735,7.35
2026-01-03T05:00:00+01:00,6,75.15,0.0751,7.51
2026-01-03T06:00:00+01:00,7,76.29,0.0763,7.63
2026-01-03T07:00:00+01:00,8,79.51,0.0795,7.95
2026-01-03T08:00:00+01:00,9,90.69,0.0907,9.07
2026-01-03T09:00:00+01:00,10,94.09,0.0941,9.41
2026-01-03T10:00:00+01:00,11,93.31,0.0933,9.33
2026-01-03T11:00:00+01:00,12,88.71,0.0887,8.87
2026-01-03T12:00:00+01:00,13,87.41,0.0874,8.74
2026-01-03T13:00:00+01:00,14,86.6,0.0866,8.66
2026-01-03T14:00:00+01:00,15,89.74,0.0897,8.97
2026-01-03T15:00:00+01:00,16,94.64,0.0946,9.46
2026-01-03T16:00:00+01:00,17,99.58,0.0996,9.96
2026-01-03T17:00:00+01:00,18,109.63,0.1096,10.96
2026-01-03T18:00:00+01:00,19,110.74,0.1107,11.07
2026-01-03T19:00:00+01:00,20,104.48,0.1045,10.45
2026-01-03T20:00:00+01:00,21,97.08,0.0971,9.71
2026-01-03T21:00:00+01:00,22,90.81,0.0908,9.08
2026-01-03T22:00:00+01:00,23,90.67,0.0907,9.07
2026-01-03T23:00:00+01:00,24,86.02,0.086,8.6
