datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-04-16T00:00:00+02:00,1,103.52,0.1035,10.35
2026-04-16T01:00:00+02:00,2,98.65,0.0987,9.87
2026-04-16T02:00:00+02:00,3,95.26,0.0953,9.53
2026-04-16T03:00:00+02:00,4,94.63,0.0946,9.46
2026-04-16T04:00:00+02:00,5,97.59,0.0976,9.76
2026-04-16T05:00:00+02:00,6,103.63,0.1036,10.36
2026-04-16T06:00:00+02:00,7,129.96,0.13,13.0
2026-04-16T07:00:00+02:00,8,138.7,0.1387,13.87
2026-04-16T08:00:00+02:00,9,131.29,0.1313,13.13
2026-04-16T09:00:00+02:00,10,108.95,0.109,10.9
2026-04-16T10:00:00+02:00,11,86.01,0.086,8.6
2026-04-16T11:00:00+02:00,12,57.95,0.0579,5.79
2026-04-16T12:00:00+02:00,13,47.2,0.0472,4.72
2026-04-16T13:00:00+02:00,14,33.61,0.0336,3.36
2026-04-16T14:00:00+02:00,15,39.69,0.0397,3.97
2026-04-16T15:00:00+02:00,16,51.81,0.0518,5.18
2026-04-16T16:00:00+02:00,17,65.47,0.0655,6.55
2026-04-16T17:00:00+02:00,18,105.31,0.1053,10.53
2026-04-16T18:00:00+02:00,19,117.02,0.117,11.7
2026-04-16T19:00:00+02:00,20,139.16,0.1392,13.92
2026-04-16T20:00:00+02:00,21,157.97,0.158,15.8
2026-04-16T21:00:00+02:00,22,141.66,0.1417,14.17
2026-04-16T22:00:00+02:00,23,134.34,0.1343,13.43
2026-04-16T23:00:00+02:00,24,123.96,0.124,12.4
