datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-08-05T00:00:00+02:00,1,155.04,0.155,15.5
2026-08-05T01:00:00+02:00,2,149.18,0.1492,14.92
2026-08-05T02:00:00+02:00,3,146.06,0.1461,14.61
2026-08-05T03:00:00+02:00,4,141.3,0.1413,14.13
2026-08-05T04:00:00+02:00,5,136.23,0.1362,13.62
2026-08-05T05:00:00+02:00,6,141.39,0.1414,14.14
2026-08-05T06:00:00+02:00,7,154.85,0.1548,15.48
2026-08-05T07:00:00+02:00,8,153.53,0.1535,15.35
2026-08-05T08:00:00+02:00,9,139.91,0.1399,13.99
2026-08-05T09:00:00+02:00,10,112.04,0.112,11.2
2026-08-05T10:00:00+02:00,11,64.54,0.0645,6.45
2026-08-05T11:00:00+02:00,12,17.18,0.0172,1.72
2026-08-05T12:00:00+02:00,13,1.41,0.0014,0.14
2026-08-05T13:00:00+02:00,14,0.15,0.0001,0.01
2026-08-05T16:00:00+02:00,15,1.63,0.0016,0.16
2026-08-05T17:00:00+02:00,16,50.25,0.0503,5.03
2026-08-05T18:00:00+02:00,17,108.78,0.1088,10.88
2026-08-05T19:00:00+02:00,18,130.0,0.13,13.0
2026-08-05T20:00:00+02:00,19,143.31,0.1433,14.33
2026-08-05T21:00:00+02:00,20,150.23,0.1502,15.02
2026-08-05T22:00:00+02:00,21,162.5,0.1625,16.25
2026-08-05T23:00:00+02:00,22,155.9,0.1559,15.59
