datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-05-07T00:00:00+02:00,1,125.18,0.1252,12.52
2026-05-07T01:00:00+02:00,2,116.53,0.1165,11.65
2026-05-07T02:00:00+02:00,3,114.89,0.1149,11.49
2026-05-07T03:00:00+02:00,4,114.54,0.1145,11.45
2026-05-07T04:00:00+02:00,5,116.32,0.1163,11.63
2026-05-07T05:00:00+02:00,6,123.75,0.1237,12.37
2026-05-07T06:00:00+02:00,7,143.74,0.1437,14.37
2026-05-07T07:00:00+02:00,8,158.58,0.1586,15.86
2026-05-07T08:00:00+02:00,9,152.85,0.1529,15.29
2026-05-07T09:00:00+02:00,10,124.67,0.1247,12.47
2026-05-07T10:00:00+02:00,11,104.7,0.1047,10.47
2026-05-07T11:00:00+02:00,12,98.65,0.0987,9.87
2026-05-07T12:00:00+02:00,13,90.61,0.0906,9.06
2026-05-07T13:00:00+02:00,14,85.49,0.0855,8.55
2026-05-07T14:00:00+02:00,15,91.34,0.0913,9.13
2026-05-07T15:00:00+02:00,16,95.11,0.0951,9.51
2026-05-07T16:00:00+02:00,17,97.66,0.0977,9.77
2026-05-07T17:00:00+02:00,18,112.53,0.1125,11.25
2026-05-07T18:00:00+02:00,19,135.59,0.1356,13.56
2026-05-07T19:00:00+02:00,20,173.12,0.1731,17.31
2026-05-07T20:00:00+02:00,21,168.09,0.1681,16.81
2026-05-07T21:00:00+02:00,22,161.15,0.1612,16.12
2026-05-07T22:00:00+02:00,23,151.97,0.152,15.2
2026-05-07T23:00:00+02:00,24,138.4,0.1384,13.84
