datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-06-08T00:00:00+02:00,1,135.58,0.1356,13.56
2026-06-08T01:00:00+02:00,2,128.29,0.1283,12.83
2026-06-08T02:00:00+02:00,3,127.36,0.1274,12.74
2026-06-08T03:00:00+02:00,4,122.2,0.1222,12.22
2026-06-08T04:00:00+02:00,5,125.91,0.1259,12.59
2026-06-08T05:00:00+02:00,6,136.44,0.1364,13.64
2026-06-08T06:00:00+02:00,7,149.6,0.1496,14.96
2026-06-08T07:00:00+02:00,8,147.99,0.148,14.8
2026-06-08T08:00:00+02:00,9,131.93,0.1319,13.19
2026-06-08T09:00:00+02:00,10,147.29,0.1473,14.73
2026-06-08T10:00:00+02:00,11,113.84,0.1138,11.38
2026-06-08T11:00:00+02:00,12,117.89,0.1179,11.79
2026-06-08T12:00:00+02:00,13,122.48,0.1225,12.25
2026-06-08T13:00:00+02:00,14,123.0,0.123,12.3
2026-06-08T14:00:00+02:00,15,101.17,0.1012,10.12
2026-06-08T15:00:00+02:00,16,92.33,0.0923,9.23
2026-06-08T16:00:00+02:00,17,106.55,0.1065,10.65
2026-06-08T17:00:00+02:00,18,120.13,0.1201,12.01
2026-06-08T18:00:00+02:00,19,139.31,0.1393,13.93
2026-06-08T19:00:00+02:00,20,171.45,0.1715,17.15
2026-06-08T20:00:00+02:00,21,181.21,0.1812,18.12
2026-06-08T21:00:00+02:00,22,165.94,0.1659,16.59
2026-06-08T22:00:00+02:00,23,151.5,0.1515,15.15
2026-06-08T23:00:00+02:00,24,122.6,0.1226,12.26
