datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-09-04T00:00:00+02:00,1,148.5,0.1485,14.85
2026-09-04T01:00:00+02:00,2,135.69,0.1357,13.57
2026-09-04T02:00:00+02:00,3,121.59,0.1216,12.16
2026-09-04T03:00:00+02:00,4,119.63,0.1196,11.96
2026-09-04T04:00:00+02:00,5,118.19,0.1182,11.82
2026-09-04T05:00:00+02:00,6,127.19,0.1272,12.72
2026-09-04T06:00:00+02:00,7,158.89,0.1589,15.89
2026-09-04T07:00:00+02:00,8,172.39,0.1724,17.24
2026-09-04T08:00:00+02:00,9,169.75,0.1697,16.97
2026-09-04T09:00:00+02:00,10,136.94,0.1369,13.69
2026-09-04T10:00:00+02:00,11,93.94,0.0939,9.39
2026-09-04T11:00:00+02:00,12,51.4,0.0514,5.14
2026-09-04T12:00:00+02:00,13,34.44,0.0344,3.44
2026-09-04T13:00:00+02:00,14,22.37,0.0224,2.24
2026-09-04T14:00:00+02:00,15,26.61,0.0266,2.66
2026-09-04T15:00:00+02:00,16,28.0,0.028,2.8
2026-09-04T16:00:00+02:00,17,34.34,0.0343,3.43
2026-09-04T17:00:00+02:00,18,68.31,0.0683,6.83
2026-09-04T18:00:00+02:00,19,134.91,0.1349,13.49
2026-09-04T19:00:00+02:00,20,171.86,0.1719,17.19
2026-09-04T20:00:00+02:00,21,181.08,0.1811,18.11
2026-09-04T21:00:00+02:00,22,167.49,0.1675,16.75
2026-09-04T22:00:00+02:00,23,163.81,0.1638,16.38
2026-09-04T23:00:00+02:00,24,165.6,0.1656,16.56
