datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-03-20T00:00:00+01:00,1,121.28,0.1213,12.13
2026-03-20T01:00:00+01:00,2,117.25,0.1172,11.72
2026-03-20T02:00:00+01:00,3,113.07,0.1131,11.31
2026-03-20T03:00:00+01:00,4,117.49,0.1175,11.75
2026-03-20T04:00:00+01:00,5,111.16,0.1112,11.12
2026-03-20T05:00:00+01:00,6,128.74,0.1287,12.87
2026-03-20T06:00:00+01:00,7,161.68,0.1617,16.17
2026-03-20T07:00:00+01:00,8,181.0,0.181,18.1
2026-03-20T08:00:00+01:00,9,150.06,0.1501,15.01
2026-03-20T09:00:00+01:00,10,115.97,0.116,11.6
2026-03-20T10:00:00+01:00,11,79.02,0.079,7.9
2026-03-20T11:00:00+01:00,12,57.57,0.0576,5.76
2026-03-20T12:00:00+01:00,13,48.27,0.0483,4.83
2026-03-20T13:00:00+01:00,14,47.38,0.0474,4.74
2026-03-20T14:00:00+01:00,15,62.92,0.0629,6.29
2026-03-20T15:00:00+01:00,16,84.02,0.084,8.4
2026-03-20T16:00:00+01:00,17,106.34,0.1063,10.63
2026-03-20T17:00:00+01:00,18,137.84,0.1378,13.78
2026-03-20T18:00:00+01:00,19,171.7,0.1717,17.17
2026-03-20T19:00:00+01:00,20,188.04,0.188,18.8
2026-03-20T20:00:00+01:00,21,154.57,0.1546,15.46
2026-03-20T21:00:00+01:00,22,138.0,0.138,13.8
2026-03-20T22:00:00+01:00,23,130.02,0.13,13.0
2026-03-20T23:00:00+01:00,24,126.34,0.1263,12.63
