datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-01-13T00:00:00+01:00,1,83.56,0.0836,8.36
2026-01-13T01:00:00+01:00,2,80.81,0.0808,8.08
2026-01-13T02:00:00+01:00,3,80.58,0.0806,8.06
2026-01-13T03:00:00+01:00,4,82.15,0.0822,8.22
2026-01-13T04:00:00+01:00,5,83.86,0.0839,8.39
2026-01-13T05:00:00+01:00,6,85.76,0.0858,8.58
2026-01-13T06:00:00+01:00,7,92.56,0.0926,9.26
2026-01-13T07:00:00+01:00,8,113.08,0.1131,11.31
2026-01-13T08:00:00+01:00,9,119.03,0.119,11.9
2026-01-13T09:00:00+01:00,10,130.4,0.1304,13.04
2026-01-13T10:00:00+01:00,11,126.32,0.1263,12.63
2026-01-13T11:00:00+01:00,12,119.28,0.1193,11.93
2026-01-13T12:00:00+01:00,13,112.39,0.1124,11.24
2026-01-13T13:00:00+01:00,14,109.07,0.1091,10.91
2026-01-13T14:00:00+01:00,15,106.23,0.1062,10.62
2026-01-13T15:00:00+01:00,16,102.32,0.1023,10.23
2026-01-13T16:00:00+01:00,17,110.14,0.1101,11.01
2026-01-13T17:00:00+01:00,18,111.37,0.1114,11.14
2026-01-13T18:00:00+01:00,19,108.48,0.1085,10.85
2026-01-13T19:00:00+01:00,20,94.94,0.0949,9.49
2026-01-13T20:00:00+01:00,21,91.63,0.0916,9.16
2026-01-13T21:00:00+01:00,22,91.04,0.091,9.1
2026-01-13T22:00:00+01:00,23,90.32,0.0903,9.03
2026-01-13T23:00:00+01:00,24,82.69,0.0827,8.27
