datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-03-01T00:00:00+01:00,1,73.43,0.0734,7.34
2026-03-01T01:00:00+01:00,2,70.45,0.0704,7.04
2026-03-01T02:00:00+01:00,3,64.03,0.064,6.4
2026-03-01T03:00:00+01:00,4,58.73,0.0587,5.87
2026-03-01T04:00:00+01:00,5,57.06,0.0571,5.71
2026-03-01T05:00:00+01:00,6,55.41,0.0554,5.54
2026-03-01T06:00:00+01:00,7,55.44,0.0554,5.54
2026-03-01T07:00:00+01:00,8,54.03,0.054,5.4
2026-03-01T08:00:00+01:00,9,43.0,0.043,4.3
2026-03-01T09:00:00+01:00,10,15.42,0.0154,1.54
2026-03-01T10:00:00+01:00,11,0.0,0.0,0.0
2026-03-01T11:00:00+01:00,12,-0.03,-0.0,-0.0
2026-03-01T12:00:00+01:00,13,-0.45,-0.0005,-0.05
2026-03-01T13:00:00+01:00,14,-0.79,-0.0008,-0.08
2026-03-01T14:00:00+01:00,15,-0.01,-0.0,-0.0
2026-03-01T15:00:00+01:00,16,18.66,0.0187,1.87
2026-03-01T16:00:00+01:00,17,55.91,0.0559,5.59
2026-03-01T17:00:00+01:00,18,80.94,0.0809,8.09
2026-03-01T18:00:00+01:00,19,87.41,0.0874,8.74
2026-03-01T19:00:00+01:00,20,87.82,0.0878,8.78
2026-03-01T20:00:00+01:00,21,77.09,0.0771,7.71
2026-03-01T21:00:00+01:00,22,69.27,0.0693,6.93
2026-03-01T22:00:00+01:00,23,63.24,0.0632,6.32
2026-03-01T23:00:00+01:00,24,54.44,0.0544,5.44
