datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-06-03T00:00:00+02:00,1,105.63,0.1056,10.56
2026-06-03T01:00:00+02:00,2,111.44,0.1114,11.14
2026-06-03T02:00:00+02:00,3,98.21,0.0982,9.82
2026-06-03T03:00:00+02:00,4,103.14,0.1031,10.31
2026-06-03T04:00:00+02:00,5,101.56,0.1016,10.16
2026-06-03T05:00:00+02:00,6,105.41,0.1054,10.54
2026-06-03T06:00:00+02:00,7,126.34,0.1263,12.63
2026-06-03T07:00:00+02:00,8,141.19,0.1412,14.12
2026-06-03T08:00:00+02:00,9,135.0,0.135,13.5
2026-06-03T09:00:00+02:00,10,99.49,0.0995,9.95
2026-06-03T10:00:00+02:00,11,78.64,0.0786,7.86
2026-06-03T11:00:00+02:00,12,60.49,0.0605,6.05
2026-06-03T12:00:00+02:00,13,46.97,0.047,4.7
2026-06-03T13:00:00+02:00,14,31.43,0.0314,3.14
2026-06-03T14:00:00+02:00,15,31.39,0.0314,3.14
2026-06-03T15:00:00+02:00,16,39.93,0.0399,3.99
2026-06-03T16:00:00+02:00,17,60.18,0.0602,6.02
2026-06-03T17:00:00+02:00,18,84.61,0.0846,8.46
2026-06-03T18:00:00+02:00,19,106.15,0.1062,10.62
2026-06-03T19:00:00+02:00,20,116.4,0.1164,11.64
2026-06-03T20:00:00+02:00,21,115.0,0.115,11.5
2026-06-03T21:00:00+02:00,22,101.97,0.102,10.2
2026-06-03T22:00:00+02:00,23,99.89,0.0999,9.99
2026-06-03T23:00:00+02:00,24,79.13,0.0791,7.91
