datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-05-23T00:00:00+02:00,1,128.5,0.1285,12.85
2026-05-23T01:00:00+02:00,2,122.12,0.1221,12.21
2026-05-23T02:00:00+02:00,3,117.77,0.1178,11.78
2026-05-23T03:00:00+02:00,4,115.53,0.1155,11.55
2026-05-23T04:00:00+02:00,5,112.69,0.1127,11.27
2026-05-23T05:00:00+02:00,6,110.14,0.1101,11.01
2026-05-23T06:00:00+02:00,7,114.67,0.1147,11.47
2026-05-23T07:00:00+02:00,8,99.17,0.0992,9.92
2026-05-23T08:00:00+02:00,9,46.17,0.0462,4.62
2026-05-23T09:00:00+02:00,10,2.13,0.0021,0.21
2026-05-23T10:00:00+02:00,11,-0.33,-0.0003,-0.03
2026-05-23T11:00:00+02:00,12,-3.88,-0.0039,-0.39
2026-05-23T12:00:00+02:00,13,-12.34,-0.0123,-1.23
2026-05-23T13:00:00+02:00,14,-31.67,-0.0317,-3.17
2026-05-23T14:00:00+02:00,15,-18.34,-0.0183,-1.83
2026-05-23T15:00:00+02:00,16,-4.0,-0.004,-0.4
2026-05-23T16:00:00+02:00,17,-0.29,-0.0003,-0.03
2026-05-23T17:00:00+02:00,18,38.52,0.0385,3.85
2026-05-23T18:00:00+02:00,19,106.9,0.1069,10.69
2026-05-23T19:00:00+02:00,20,134.54,0.1345,13.45
2026-05-23T20:00:00+02:00,21,158.72,0.1587,15.87
2026-05-23T21:00:00+02:00,22,163.32,0.1633,16.33
2026-05-23T22:00:00+02:00,23,149.18,0.1492,14.92
2026-05-23T23:00:00+02:00,24,135.63,0.1356,13.56
