datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-04-09T00:00:00+02:00,1,104.3,0.1043,10.43
2026-04-09T01:00:00+02:00,2,100.03,0.1,10.0
2026-04-09T02:00:00+02:00,3,98.2,0.0982,9.82
2026-04-09T03:00:00+02:00,4,98.31,0.0983,9.83
2026-04-09T04:00:00+02:00,5,98.56,0.0986,9.86
2026-04-09T05:00:00+02:00,6,110.13,0.1101,11.01
2026-04-09T06:00:00+02:00,7,130.24,0.1302,13.02
2026-04-09T07:00:00+02:00,8,144.73,0.1447,14.47
2026-04-09T08:00:00+02:00,9,132.88,0.1329,13.29
2026-04-09T09:00:00+02:00,10,130.18,0.1302,13.02
2026-04-09T10:00:00+02:00,11,51.77,0.0518,5.18
2026-04-09T11:00:00+02:00,12,1.1,0.0011,0.11
2026-04-09T12:00:00+02:00,13,-1.35,-0.0013,-0.13
2026-04-09T13:00:00+02:00,14,-7.66,-0.0077,-0.77
2026-04-09T14:00:00+02:00,15,-7.92,-0.0079,-0.79
2026-04-09T15:00:00+02:00,16,-1.23,-0.0012,-0.12
2026-04-09T16:00:00+02:00,17,21.3,0.0213,2.13
2026-04-09T17:00:00+02:00,18,67.9,0.0679,6.79
2026-04-09T18:00:00+02:00,19,103.41,0.1034,10.34
2026-04-09T19:00:00+02:00,20,122.14,0.1221,12.21
2026-04-09T20:00:00+02:00,21,118.99,0.119,11.9
2026-04-09T21:00:00+02:00,22,101.39,0.1014,10.14
2026-04-09T22:00:00+02:00,23,91.89,0.0919,9.19
2026-04-09T23:00:00+02:00,24,79.19,0.0792,7.92
