datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-03-22T00:00:00+01:00,1,94.12,0.0941,9.41
2026-03-22T01:00:00+01:00,2,87.12,0.0871,8.71
2026-03-22T02:00:00+01:00,3,82.23,0.0822,8.22
2026-03-22T03:00:00+01:00,4,78.56,0.0786,7.86
2026-03-22T04:00:00+01:00,5,80.97,0.081,8.1
2026-03-22T05:00:00+01:00,6,82.5,0.0825,8.25
2026-03-22T06:00:00+01:00,7,84.94,0.0849,8.49
2026-03-22T07:00:00+01:00,8,76.52,0.0765,7.65
2026-03-22T08:00:00+01:00,9,38.93,0.0389,3.89
2026-03-22T09:00:00+01:00,10,6.85,0.0069,0.69
2026-03-22T10:00:00+01:00,11,-0.36,-0.0004,-0.04
2026-03-22T11:00:00+01:00,12,-3.13,-0.0031,-0.31
2026-03-22T12:00:00+01:00,13,-1.92,-0.0019,-0.19
2026-03-22T13:00:00+01:00,14,-6.81,-0.0068,-0.68
2026-03-22T14:00:00+01:00,15,-0.8,-0.0008,-0.08
2026-03-22T15:00:00+01:00,16,9.91,0.0099,0.99
2026-03-22T16:00:00+01:00,17,66.46,0.0665,6.65
2026-03-22T17:00:00+01:00,18,114.29,0.1143,11.43
2026-03-22T18:00:00+01:00,19,152.88,0.1529,15.29
2026-03-22T19:00:00+01:00,20,162.4,0.1624,16.24
2026-03-22T20:00:00+01:00,21,145.18,0.1452,14.52
2026-03-22T21:00:00+01:00,22,130.17,0.1302,13.02
2026-03-22T22:00:00+01:00,23,127.77,0.1278,12.78
2026-03-22T23:00:00+01:00,24,122.06,0.1221,12.21
