datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-09-05T00:00:00+02:00,1,98.77,0.0988,9.88
2026-09-05T01:00:00+02:00,2,113.02,0.113,11.3
2026-09-05T02:00:00+02:00,3,79.65,0.0797,7.97
2026-09-05T03:00:00+02:00,4,63.29,0.0633,6.33
2026-09-05T04:00:00+02:00,5,59.15,0.0591,5.91
2026-09-05T05:00:00+02:00,6,61.31,0.0613,6.13
2026-09-05T06:00:00+02:00,7,75.0,0.075,7.5
2026-09-05T07:00:00+02:00,8,78.98,0.079,7.9
2026-09-05T08:00:00+02:00,9,74.77,0.0748,7.48
2026-09-05T09:00:00+02:00,10,48.12,0.0481,4.81
2026-09-05T10:00:00+02:00,11,5.5,0.0055,0.55
2026-09-05T11:00:00+02:00,12,2.84,0.0028,0.28
2026-09-05T12:00:00+02:00,13,7.71,0.0077,0.77
2026-09-05T13:00:00+02:00,14,2.94,0.0029,0.29
2026-09-05T14:00:00+02:00,15,4.47,0.0045,0.45
2026-09-05T15:00:00+02:00,16,3.21,0.0032,0.32
2026-09-05T16:00:00+02:00,17,19.36,0.0194,1.94
2026-09-05T17:00:00+02:00,18,101.69,0.1017,10.17
2026-09-05T18:00:00+02:00,19,198.87,0.1989,19.89
2026-09-05T19:00:00+02:00,20,221.93,0.2219,22.19
2026-09-05T20:00:00+02:00,21,211.41,0.2114,21.14
2026-09-05T21:00:00+02:00,22,213.66,0.2137,21.37
2026-09-05T22:00:00+02:00,23,208.6,0.2086,20.86
2026-09-05T23:00:00+02:00,24,191.95,0.1919,19.19
