datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-01-14T00:00:00+01:00,1,102.66,0.1027,10.27
2026-01-14T01:00:00+01:00,2,101.34,0.1013,10.13
2026-01-14T02:00:00+01:00,3,87.93,0.0879,8.79
2026-01-14T03:00:00+01:00,4,86.23,0.0862,8.62
2026-01-14T04:00:00+01:00,5,87.79,0.0878,8.78
2026-01-14T05:00:00+01:00,6,90.0,0.09,9.0
2026-01-14T06:00:00+01:00,7,95.05,0.0951,9.51
2026-01-14T07:00:00+01:00,8,108.15,0.1082,10.82
2026-01-14T08:00:00+01:00,9,130.11,0.1301,13.01
2026-01-14T09:00:00+01:00,10,132.2,0.1322,13.22
2026-01-14T10:00:00+01:00,11,116.95,0.117,11.7
2026-01-14T11:00:00+01:00,12,109.9,0.1099,10.99
2026-01-14T12:00:00+01:00,13,107.27,0.1073,10.73
2026-01-14T13:00:00+01:00,14,102.41,0.1024,10.24
2026-01-14T14:00:00+01:00,15,114.14,0.1141,11.41
2026-01-14T15:00:00+01:00,16,135.3,0.1353,13.53
2026-01-14T16:00:00+01:00,17,145.39,0.1454,14.54
2026-01-14T17:00:00+01:00,18,161.77,0.1618,16.18
2026-01-14T18:00:00+01:00,19,171.86,0.1719,17.19
2026-01-14T19:00:00+01:00,20,155.34,0.1553,15.53
2026-01-14T20:00:00+01:00,21,122.42,0.1224,12.24
2026-01-14T21:00:00+01:00,22,113.96,0.114,11.4
2026-01-14T22:00:00+01:00,23,108.22,0.1082,10.82
2026-01-14T23:00:00+01:00,24,93.73,0.0937,9.37
