datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2025-12-31T00:00:00+01:00,1,88.12,0.0881,8.81
2025-12-31T01:00:00+01:00,2,84.39,0.0844,8.44
2025-12-31T02:00:00+01:00,3,80.22,0.0802,8.02
2025-12-31T03:00:00+01:00,4,76.58,0.0766,7.66
2025-12-31T04:00:00+01:00,5,74.93,0.0749,7.49
2025-12-31T05:00:00+01:00,6,77.38,0.0774,7.74
2025-12-31T06:00:00+01:00,7,81.97,0.082,8.2
2025-12-31T07:00:00+01:00,8,87.19,0.0872,8.72
2025-12-31T08:00:00+01:00,9,97.31,0.0973,9.73
2025-12-31T09:00:00+01:00,10,99.41,0.0994,9.94
2025-12-31T10:00:00+01:00,11,90.76,0.0908,9.08
2025-12-31T11:00:00+01:00,12,83.48,0.0835,8.35
2025-12-31T12:00:00+01:00,13,83.4,0.0834,8.34
2025-12-31T13:00:00+01:00,14,85.17,0.0852,8.52
2025-12-31T14:00:00+01:00,15,86.67,0.0867,8.67
2025-12-31T15:00:00+01:00,16,93.4,0.0934,9.34
2025-12-31T16:00:00+01:00,17,102.98,0.103,10.3
2025-12-31T17:00:00+01:00,18,111.25,0.1112,11.12
2025-12-31T18:00:00+01:00,19,109.14,0.1091,10.91
2025-12-31T19:00:00+01:00,20,98.32,0.0983,9.83
2025-12-31T20:00:00+01:00,21,91.91,0.0919,9.19
2025-12-31T21:00:00+01:00,22,83.71,0.0837,8.37
2025-12-31T22:00:00+01:00,23,84.65,0.0846,8.46
2025-12-31T23:00:00+01:00,24,80.49,0.0805,8.05
