datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-01-24T00:00:00+01:00,1,99.95,0.0999,9.99
2026-01-24T01:00:00+01:00,2,98.95,0.0989,9.89
2026-01-24T02:00:00+01:00,3,96.59,0.0966,9.66
2026-01-24T03:00:00+01:00,4,97.37,0.0974,9.74
2026-01-24T04:00:00+01:00,5,96.83,0.0968,9.68
2026-01-24T05:00:00+01:00,6,97.98,0.098,9.8
2026-01-24T06:00:00+01:00,7,98.42,0.0984,9.84
2026-01-24T07:00:00+01:00,8,103.64,0.1036,10.36
2026-01-24T08:00:00+01:00,9,111.73,0.1117,11.17
2026-01-24T09:00:00+01:00,10,122.45,0.1225,12.25
2026-01-24T10:00:00+01:00,11,119.88,0.1199,11.99
2026-01-24T11:00:00+01:00,12,110.91,0.1109,11.09
2026-01-24T12:00:00+01:00,13,107.07,0.1071,10.71
2026-01-24T13:00:00+01:00,14,101.49,0.1015,10.15
2026-01-24T14:00:00+01:00,15,102.65,0.1026,10.26
2026-01-24T15:00:00+01:00,16,114.84,0.1148,11.48
2026-01-24T16:00:00+01:00,17,124.74,0.1247,12.47
2026-01-24T17:00:00+01:00,18,137.91,0.1379,13.79
2026-01-24T18:00:00+01:00,19,138.29,0.1383,13.83
2026-01-24T19:00:00+01:00,20,131.91,0.1319,13.19
2026-01-24T20:00:00+01:00,21,118.4,0.1184,11.84
2026-01-24T21:00:00+01:00,22,110.16,0.1102,11.02
2026-01-24T22:00:00+01:00,23,109.99,0.11,11.0
2026-01-24T23:00:00+01:00,24,103.8,0.1038,10.38
