datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-01-30T00:00:00+01:00,1,111.06,0.1111,11.11
2026-01-30T01:00:00+01:00,2,103.31,0.1033,10.33
2026-01-30T02:00:00+01:00,3,100.14,0.1001,10.01
2026-01-30T03:00:00+01:00,4,95.89,0.0959,9.59
2026-01-30T04:00:00+01:00,5,94.8,0.0948,9.48
2026-01-30T05:00:00+01:00,6,94.92,0.0949,9.49
2026-01-30T06:00:00+01:00,7,109.56,0.1096,10.96
2026-01-30T07:00:00+01:00,8,131.63,0.1316,13.16
2026-01-30T08:00:00+01:00,9,140.13,0.1401,14.01
2026-01-30T09:00:00+01:00,10,144.25,0.1443,14.43
2026-01-30T10:00:00+01:00,11,134.34,0.1343,13.43
2026-01-30T11:00:00+01:00,12,125.62,0.1256,12.56
2026-01-30T12:00:00+01:00,13,118.6,0.1186,11.86
2026-01-30T13:00:00+01:00,14,109.41,0.1094,10.94
2026-01-30T14:00:00+01:00,15,108.82,0.1088,10.88
2026-01-30T15:00:00+01:00,16,111.35,0.1113,11.13
2026-01-30T16:00:00+01:00,17,114.94,0.1149,11.49
2026-01-30T17:00:00+01:00,18,124.81,0.1248,12.48
2026-01-30T18:00:00+01:00,19,124.43,0.1244,12.44
2026-01-30T19:00:00+01:00,20,116.44,0.1164,11.64
2026-01-30T20:00:00+01:00,21,112.87,0.1129,11.29
2026-01-30T21:00:00+01:00,22,103.87,0.1039,10.39
2026-01-30T22:00:00+01:00,23,104.16,0.1042,10.42
2026-01-30T23:00:00+01:00,24,98.35,0.0984,9.84
