datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-07-16T00:00:00+02:00,1,166.03,0.166,16.6
2026-07-16T01:00:00+02:00,2,159.2,0.1592,15.92
2026-07-16T02:00:00+02:00,3,152.34,0.1523,15.23
2026-07-16T03:00:00+02:00,4,148.27,0.1483,14.83
2026-07-16T04:00:00+02:00,5,142.16,0.1422,14.22
2026-07-16T05:00:00+02:00,6,146.48,0.1465,14.65
2026-07-16T06:00:00+02:00,7,156.54,0.1565,15.65
2026-07-16T07:00:00+02:00,8,164.64,0.1646,16.46
2026-07-16T08:00:00+02:00,9,159.34,0.1593,15.93
2026-07-16T09:00:00+02:00,10,136.81,0.1368,13.68
2026-07-16T10:00:00+02:00,11,118.33,0.1183,11.83
2026-07-16T11:00:00+02:00,12,107.1,0.1071,10.71
2026-07-16T12:00:00+02:00,13,104.66,0.1047,10.47
2026-07-16T13:00:00+02:00,14,104.0,0.104,10.4
2026-07-16T14:00:00+02:00,15,105.85,0.1059,10.59
2026-07-16T15:00:00+02:00,16,110.47,0.1105,11.05
2026-07-16T16:00:00+02:00,17,120.5,0.1205,12.05
2026-07-16T17:00:00+02:00,18,138.11,0.1381,13.81
2026-07-16T18:00:00+02:00,19,160.94,0.1609,16.09
2026-07-16T19:00:00+02:00,20,184.73,0.1847,18.47
2026-07-16T20:00:00+02:00,21,212.75,0.2127,21.27
2026-07-16T21:00:00+02:00,22,217.52,0.2175,21.75
2026-07-16T22:00:00+02:00,23,206.84,0.2068,20.68
2026-07-16T23:00:00+02:00,24,180.31,0.1803,18.03
