datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-07-18T00:00:00+02:00,1,156.23,0.1562,15.62
2026-07-18T01:00:00+02:00,2,145.41,0.1454,14.54
2026-07-18T02:00:00+02:00,3,142.0,0.142,14.2
2026-07-18T03:00:00+02:00,4,135.3,0.1353,13.53
2026-07-18T04:00:00+02:00,5,135.26,0.1353,13.53
2026-07-18T05:00:00+02:00,6,133.16,0.1332,13.32
2026-07-18T06:00:00+02:00,7,127.26,0.1273,12.73
2026-07-18T07:00:00+02:00,8,120.31,0.1203,12.03
2026-07-18T08:00:00+02:00,9,98.61,0.0986,9.86
2026-07-18T09:00:00+02:00,10,45.44,0.0454,4.54
2026-07-18T10:00:00+02:00,11,10.95,0.0109,1.09
2026-07-18T11:00:00+02:00,12,1.05,0.001,0.1
2026-07-18T12:00:00+02:00,13,0.12,0.0001,0.01
2026-07-18T13:00:00+02:00,14,-0.26,-0.0003,-0.03
2026-07-18T14:00:00+02:00,15,-0.64,-0.0006,-0.06
2026-07-18T15:00:00+02:00,16,-1.73,-0.0017,-0.17
2026-07-18T16:00:00+02:00,17,-0.02,-0.0,-0.0
2026-07-18T17:00:00+02:00,18,2.64,0.0026,0.26
2026-07-18T18:00:00+02:00,19,60.44,0.0604,6.04
2026-07-18T19:00:00+02:00,20,114.02,0.114,11.4
2026-07-18T20:00:00+02:00,21,136.02,0.136,13.6
2026-07-18T21:00:00+02:00,22,148.3,0.1483,14.83
2026-07-18T22:00:00+02:00,23,154.23,0.1542,15.42
2026-07-18T23:00:00+02:00,24,146.68,0.1467,14.67
