datetime,hour,price_eur_mwh,price_eur_kwh,price_cent_kwh
2026-02-23T00:00:00+01:00,1,37.36,0.0374,3.74
2026-02-23T01:00:00+01:00,2,37.28,0.0373,3.73
2026-02-23T02:00:00+01:00,3,37.08,0.0371,3.71
2026-02-23T03:00:00+01:00,4,36.0,0.036,3.6
2026-02-23T04:00:00+01:00,5,36.16,0.0362,3.62
2026-02-23T05:00:00+01:00,6,45.83,0.0458,4.58
2026-02-23T06:00:00+01:00,7,64.42,0.0644,6.44
2026-02-23T07:00:00+01:00,8,86.88,0.0869,8.69
2026-02-23T08:00:00+01:00,9,89.27,0.0893,8.93
2026-02-23T09:00:00+01:00,10,71.48,0.0715,7.15
2026-02-23T10:00:00+01:00,11,50.89,0.0509,5.09
2026-02-23T11:00:00+01:00,12,36.48,0.0365,3.65
2026-02-23T12:00:00+01:00,13,8.68,0.0087,0.87
2026-02-23T13:00:00+01:00,14,5.31,0.0053,0.53
2026-02-23T14:00:00+01:00,15,26.89,0.0269,2.69
2026-02-23T15:00:00+01:00,16,43.87,0.0439,4.39
2026-02-23T16:00:00+01:00,17,63.06,0.0631,6.31
2026-02-23T17:00:00+01:00,18,77.5,0.0775,7.75
2026-02-23T18:00:00+01:00,19,100.08,0.1001,10.01
2026-02-23T19:00:00+01:00,20,112.74,0.1127,11.27
2026-02-23T20:00:00+01:00,21,97.31,0.0973,9.73
2026-02-23T21:00:00+01:00,22,82.55,0.0825,8.25
2026-02-23T22:00:00+01:00,23,81.4,0.0814,8.14
2026-02-23T23:00:00+01:00,24,72.67,0.0727,7.27
